thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_coin.started,no_resp_text.stopped,one_coin.stopped,feedback.stopped,valence,correct,outcome,three_coin.started,three_coin.stopped,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,three_cross.started,three_cross.stopped,one_cross.started,one_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
10,10,0,1,1,baseline,5,0.5,-0.3,1.0,-0.016,curv,flat_curv,0.0,0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,"['right', 'right', 'right']","[0.9004440000026079, 1.5645487000001594, 1.9004955000018526]","[0.5760430999980599, 0.03195600000253762, 0.07194549999985611]",up,2.180512400002044,None,0,0,0,0,0,10,10,5,81.95989249999911,,,,,,,,,81.94406919999892,0.0006023000023560598,82.97773560000132,82.97812680000061,82.99328830000013,83.99328550000064,83.97676579999825,83.97718779999923,0.00043279999954393134,85.41176319999795,85.41303549999793,85.42721209999945,85.42721209999945,85.42721209999945,85.42721209999945,85.42721209999945,85.42721209999945,85.42721209999945,87.6111548000008,"[-0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.256, 0.256, 0.256, 0.256, 0.256, 0.264, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.272, 0.28, 0.288, 0.296, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304, 0.304]",None,None,"['right', 'right', 'right']","[0.9004440000026079, 1.5645487000001594, 1.9004955000018526]","[0.5760430999980599, 0.03195600000253762, 0.07194549999985611]",up,2.180512400002044,None,87.61159430000043,87.62674350000088,87.87670979999893,87.8602009999995,87.86061039999913,87.87670979999893,,88.8767411000008,,88.86028430000079,rew,1,3,87.87670979999893,88.8767411000008,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
11,11,0,1,1,baseline,9,0.9,-0.22,1.0,-0.112,curv,flat_curv,0.0,0.22,pen,rew,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[0.5781767000007676],[None],up,1.3541855000003125,None,0,0,0,0,0,11,11,9,88.8767411000008,,,,,,,,,88.86087670000052,0.0005923000026086811,89.79543840000042,89.79595419999896,89.81012679999913,90.81013090000124,90.79367099999945,90.79410619999908,0.0004436999988683965,92.07785209999929,92.07956479999848,92.0935086999998,92.0935086999998,92.0935086999998,92.0935086999998,92.0935086999998,92.0935086999998,92.0935086999998,93.46178249999866,"[-0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272]",None,None,['right'],[0.5781767000007676],[None],up,1.3541855000003125,None,93.4621490999998,93.47680469999978,93.72688019999987,93.71037419999993,93.71076869999888,93.72688019999987,,94.72691180000038,,94.7104275999991,rew,1,3,93.72688019999987,94.72691180000038,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
12,12,0,1,1,baseline,4,0.5,-0.3,1.0,-0.128,curv,curv_flat,0.0,-0.3,pen,rew,input_data/stims/Shape_0.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,14.022707100000844,None,None,None,['left'],[0.6359983000002103],[0.5679997999977786],up,1.2359264000006078,None,0,0,0,0,0,12,12,4,94.72691180000038,,,,,,,,,94.71103640000001,0.0006093999982113019,95.74505979999958,95.74545610000132,95.76029560000097,96.76030629999877,96.74378419999994,96.74421449999863,0.0004394000025058631,98.02911959999983,98.03039979999812,98.04376140000022,98.04376140000022,98.04376140000022,98.04376140000022,98.04376140000022,98.04376140000022,98.04376140000022,99.2947075000011,"[-0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.336, -0.344, -0.352, -0.36, -0.368, -0.376, -0.384, -0.392, -0.4, -0.4, -0.4, -0.4]",None,None,['left'],[0.6359983000002103],[0.5679997999977786],up,1.2359264000006078,None,99.29508239999996,99.31037379999907,99.56039080000119,99.54386370000066,99.54426160000003,99.56039080000119,,100.56040700000085,,100.54393889999847,rew,1,3,99.56039080000119,100.56040700000085,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
13,13,0,1,1,baseline,1,0.1,-0.38,1.0,-0.068,curv,flat_curv,0.0,0.38,pen,rew,input_data/stims/Shape_0.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[0.6985727999999654],[None],up,1.4025591000026907,None,0,0,0,0,0,13,13,1,100.56040700000085,,,,,,,,,100.54453949999879,0.0006003000016789883,101.52917429999798,101.52963819999786,101.54378870000073,102.54369779999979,102.52730729999894,102.52774620000127,0.0004492999978538137,103.86243639999884,103.86381510000137,103.8771244999989,103.8771244999989,103.8771244999989,103.8771244999989,103.8771244999989,103.8771244999989,103.8771244999989,105.29521129999921,"[-0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.092, 0.1, 0.108, 0.116, 0.124, 0.132, 0.14, 0.148, 0.156, 0.164, 0.172, 0.18, 0.188, 0.196, 0.204, 0.212, 0.22, 0.228, 0.236, 0.244, 0.252, 0.26, 0.268, 0.276, 0.284]",None,None,['right'],[0.6985727999999654],[None],up,1.4025591000026907,None,105.29563969999799,105.31044309999925,105.56045059999815,105.54396650000126,105.54437580000013,105.56045059999815,,106.56048240000018,,106.5440262000011,rew,1,3,105.56045059999815,106.56048240000018,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
14,14,0,1,1,baseline,37,3.7,0.34,3.0,-0.136,flat,flat_curv,0.0,-0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,['left'],[0.5380742999986978],[0.5358650000016496],up,1.0979378999982146,None,0,0,0,0,0,14,14,37,106.56048240000018,,,,,,,,,106.54464100000041,0.00061450000066543,107.47925369999939,107.47989919999964,107.49385550000079,108.49390520000088,108.47741400000086,108.47786120000092,0.00045820000013918616,109.86248999999953,109.86440949999815,109.87769480000134,109.87769480000134,109.87769480000134,109.87769480000134,109.87769480000134,109.87769480000134,109.87769480000134,110.97836629999802,"[-0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.184, -0.192, -0.2, -0.208, -0.216, -0.224, -0.232, -0.24, -0.248, -0.256, -0.264, -0.272, -0.28, -0.288, -0.296, -0.304, -0.312, -0.32, -0.328, -0.336, -0.344, -0.352, -0.36, -0.368, -0.376, -0.384, -0.392, -0.392, -0.392]",None,None,['left'],[0.5380742999986978],[0.5358650000016496],up,1.0979378999982146,None,110.97875289999865,110.99395379999987,111.24394490000122,111.22741830000086,111.22782440000083,111.24394490000122,111.24394490000122,112.24397559999852,112.24397559999852,112.22752570000011,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
15,15,0,1,1,baseline,17,1.7,-0.06,1.0,-0.364,curv,flat_curv,0.0,0.06,pen,rew,input_data/stims/Shape_1.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,"['left', 'left']","[0.5330496000024141, 0.7250660000026983]","[0.07192109999959939, 0.06395329999941168]",up,2.909004200002528,None,0,0,0,0,0,15,15,17,112.24397559999852,,,,,,,,,112.22813920000044,0.0006132999988039955,113.2632397999987,113.26383599999826,113.27735269999903,114.27736630000072,114.26088159999927,114.26134380000076,0.000473000000056345,115.59519720000026,115.59645789999922,115.61074649999864,115.61074649999864,115.61074649999864,115.61074649999864,115.61074649999864,115.61074649999864,115.61074649999864,118.52860520000104,"[-0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.364, -0.372, -0.38, -0.388, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396, -0.396]",None,None,"['left', 'left']","[0.5330496000024141, 0.7250660000026983]","[0.07192109999959939, 0.06395329999941168]",up,2.909004200002528,None,118.52904289999788,118.54416019999917,118.79415840000001,118.77769799999805,118.77810469999895,118.79415840000001,,119.79418739999892,,119.77778519999993,rew,0,-1,,,,,,,,,,,,118.79415840000001,119.79418739999892,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
16,16,0,1,1,baseline,30,3.1,0.22,3.0,0.12,flat,curv_flat,0.0,0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[0.8643846999984817],[0.5282230000011623],up,1.392607699999644,None,0,0,0,0,0,16,16,30,119.79418739999892,,,,,,,,,119.77840790000118,0.0006240000002435409,120.86328259999937,120.86389670000062,120.87756100000115,121.87757509999938,121.86130459999913,121.86174820000087,0.0004547000025922898,123.29546370000025,123.2969391000006,123.31140830000004,123.31140830000004,123.31140830000004,123.31140830000004,123.31140830000004,123.31140830000004,123.31140830000004,124.712230000001,"[0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.368, 0.376, 0.376]",None,None,['right'],[0.8643846999984817],[0.5282230000011623],up,1.392607699999644,None,124.71262099999876,124.72771199999988,124.97766620000039,124.96123950000037,124.96162410000034,124.97766620000039,124.97766620000039,125.97768390000056,125.97768390000056,125.96122159999868,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
17,17,0,1,1,baseline,22,2.3,0.06,3.0,0.392,flat,curv_flat,0.0,0.06,rew,pen,input_data/stims/Shape_2.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,14.022707100000844,None,None,None,['left'],[1.134958300001017],[None],up,2.2228599000009126,None,0,0,0,0,0,17,17,22,125.97768390000056,,,,,,,,,125.96182789999875,0.0006080999992263969,126.84552970000004,126.84590329999992,126.86107260000063,127.86108569999851,127.84457409999959,127.8450245999993,0.0004611999975168146,129.12939679999909,129.13075630000094,129.1447894999983,129.1447894999983,129.1447894999983,129.1447894999983,129.1447894999983,129.1447894999983,129.1447894999983,131.379334199999,"[0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.384, 0.376, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136]",None,None,['left'],[1.134958300001017],[None],up,2.2228599000009126,None,131.3797341999998,131.39453180000055,131.6445218000008,131.62804450000112,131.62845259999813,131.6445218000008,,132.64455169999928,,132.6280611000002,pen,0,-3,,,,,,,,,,131.6445218000008,132.64455169999928,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
18,18,0,1,1,baseline,34,3.5,0.3,3.0,0.372,flat,curv_flat,0.0,0.3,rew,pen,input_data/stims/Shape_3.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[1.3124680000000808],[0.20009810000192374],up,1.6003496000012092,None,0,0,0,0,0,18,18,34,132.64455169999928,,,,,,,,,132.62868819999858,0.0006265000010898802,133.61344819999795,133.61397650000072,133.62792270000136,134.62792890000128,134.61142530000143,134.61187900000004,0.00046489999658660963,136.09713639999973,136.09840310000072,136.111318700001,136.111318700001,136.111318700001,136.111318700001,136.111318700001,136.111318700001,136.111318700001,137.72909380000056,"[0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.38, 0.388, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396, 0.396]",None,None,['right'],[1.3124680000000808],[0.20009810000192374],up,1.6003496000012092,None,137.7295207999996,137.74469169999793,137.9949631999989,137.97820430000138,137.9786082999999,137.9949631999989,137.9949631999989,138.99472510000123,138.99472510000123,138.97825809999995,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
19,19,0,1,1,baseline,3,0.3,-0.34,1.0,0.232,curv,flat_curv,0.0,0.34,pen,rew,input_data/stims/Shape_0.30_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[0.7442455999989761],[0.1839865000001737],up,0.9681526999993366,None,0,0,0,0,0,19,19,3,138.99472510000123,,,,,,,,,138.97886329999892,0.0006054000004951376,140.01233729999876,140.01271899999847,140.0281326000004,141.0281111000004,141.01158529999884,141.0120311999999,0.0004558000000542961,142.29751179999948,142.2988250999988,142.31149000000005,142.31149000000005,142.31149000000005,142.31149000000005,142.31149000000005,142.31149000000005,142.31149000000005,143.29585159999988,"[0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.32, 0.32, 0.32, 0.32]",None,None,['right'],[0.7442455999989761],[0.1839865000001737],up,0.9681526999993366,None,143.296216499999,143.31152450000081,143.56154550000065,143.5451682999992,143.54564459999892,143.56154550000065,,144.5615485999988,,144.54512590000013,rew,1,3,143.56154550000065,144.5615485999988,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
20,20,0,1,1,baseline,36,3.7,0.34,3.0,-0.032,flat,curv_flat,0.0,0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[0.8356195999986085],[None],up,1.6754947000008542,None,0,0,0,0,0,20,20,36,144.5615485999988,,,,,,,,,144.54576369999995,0.0006379000005836133,145.48068720000083,145.48107410000011,145.49497820000033,146.49494889999914,146.47852870000133,146.47897269999885,0.0004558000000542961,147.8136048999986,147.8149005000014,147.82831179999994,147.82831179999994,147.82831179999994,147.82831179999994,147.82831179999994,147.82831179999994,147.82831179999994,149.51319579999836,"[-0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.224, 0.232, 0.24, 0.248, 0.256, 0.264, 0.272, 0.28, 0.288, 0.296, 0.304, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.368, 0.376]",None,None,['right'],[0.8356195999986085],[None],up,1.6754947000008542,None,149.51358999999866,149.5283770999995,149.77836119999847,149.76185369999803,149.76225989999875,149.77836119999847,149.77836119999847,150.77838820000034,150.77838820000034,150.76190829999905,pen,1,1,,,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
21,21,0,1,1,baseline,11,1.1,-0.18,1.0,0.312,curv,flat_curv,0.0,0.18,pen,rew,input_data/stims/Shape_1.10_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,14.022707100000844,None,None,None,['right'],[1.4641855000008945],[0.21612330000061775],up,1.8641999999999825,None,0,0,0,0,0,21,21,11,150.77838820000034,,,,,,,,,150.76251989999946,0.0006110000031185336,151.84604979999858,151.84642789999998,151.86220980000144,152.86178579999978,152.8451916999984,152.8456389999992,0.0004578000007313676,154.28086679999979,154.2821589999985,154.29551720000018,154.29551720000018,154.29551720000018,154.29551720000018,154.29551720000018,154.29551720000018,154.29551720000018,156.16294019999987,"[0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.312, 0.32, 0.328, 0.336, 0.344, 0.352, 0.36, 0.368, 0.376, 0.384, 0.392, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4]",None,None,['right'],[1.4641855000008945],[0.21612330000061775],up,1.8641999999999825,None,156.1633546999983,156.17855119999876,156.4286049000002,156.41203479999967,156.41244019999795,156.4286049000002,,157.42861880000055,,157.41208859999824,rew,1,3,156.4286049000002,157.42861880000055,,,,,,,,,,,,,,,,,,,,,202522,patients,D,2026-01-01_16h46.03.004,asymmetry_final,2024.2.4,60,2026-01-01 16h46.37.833115 -0700,
